what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1244748440555
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1244748441833
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748443391
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748445386
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1244748446235
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1244748448698
activated,view,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.navigator,1244748451262
executed,command,com.adobe.flexbuilder.debug.ui,3.0.204732,com.adobe.flexbuilder.debug.ui.flexLaunchShortcut.run,1244748454426
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748457367
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748507129
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748534234
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748549583
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748553867
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748554898
activated,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1244748559104
opened,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1244748571205
activated,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1244748571512
executed,command,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.go.to.definition,1244748571537
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1244748591407
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244748591900
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244749067221
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244749067581
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244749067803
activated,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1244749069575
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1244749095037
