what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1253133468538
activated,view,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.navigator,1253133471407
executed,command,com.adobe.flexbuilder.debug.ui,3.0.204732,com.adobe.flexbuilder.debug.ui.flexLaunchShortcut.run,1253133474926
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1253133479068
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1253133519490
activated,editor,com.adobe.flexbuilder.editors.actionscript,3.0.204732,com.adobe.flexbuilder.editors.actionscript.ActionScriptEditor,1253133521826
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1253133539245
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1253133557137
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1253133560693
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1253133561860
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1253133600537
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.window.nextEditor,1253133600697
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1253133600864
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1253133602698
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1253133609142
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1253133611495
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1253133636366
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1253133638192
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.toggleOverwrite,1253133642185
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.toggleOverwrite,1253133644121
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1253133650315
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1253133706221
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1253133707474
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.toggleOverwrite,1253133707475
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1253133708210
