what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497126885
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497128142
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497129449
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1244497143145
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1244497143329
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1244497143505
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1244497143736
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1244497176350
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1244497182307
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497187677
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497187868
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497188043
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497405562
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497405926
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497439567
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497439568
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497440961
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497441431
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497442225
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497442655
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497513695
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244497513950
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244498305019
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244498317301
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1244498318893
